"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  £","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  £","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
136.,"Senelux Bug Zapper, Electric Mosquito Zapper for Indoor and Outdoor 18W, 4200V Insect Fly Pest Trap, Mosquito Killer for Flying Insect Control Lamp, Silent and Safe","B0BGYDSGBM","https://www.amazon.co.uk/dp/B0BGYDSGBM?psc=1","https://m.media-amazon.com/images/I/71zSudoCDyL._SX342_.jpg","Senelux",19.7,58,41,"N/A","1,501.3","1,080.63",164,"7,254","GB",4.62,3,4.1,170,7,1,"Senelux Outlet","Garden","Standard Parcel","FBA","37.20 x 10.20 x 17.50 cm",0.98,"N/A","Sep 30, 2022",,"No",42,"Senelux Outlet"
"136.1.","Senelux Mosquito Killer Lamp 4500V Fly Zapper 20W Insect Mosquito Trap with UV Light Bug Zapper 100m³ Coverage for Indoor Garden, Effective Fly Killer for Mosquitoes, Flies, Wasps, Moths","B0C4B8GN28","https://www.amazon.co.uk/dp/B0C4B8GN28?psc=1","https://m.media-amazon.com/images/I/71z4ppkd7JL._SX342_.jpg","Senelux",18.67,58,16,"N/A","1,501.3",419.83,186,"7,252","N/A",4.78,5,3.8,71,7,0,"Senelux Outlet","Garden","Standard Parcel","FBA","35.00 x 18.50 x 18.70 cm",1.2,"N/A","May 4, 2023",,"No",34,"Senelux Outlet"
