"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  £","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  £","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
121.,"Fruit Fly Traps, 100 Pack Yellow Double-sided Fungus Gnat Sticky Catcher for Plants Indoor and Outdoor Insects Fly Control, Insecticide Free Fruit Fly Catcher Indoor – Yellow Stickers Pest","B0G4LWX7D7","https://www.amazon.co.uk/dp/B0G4LWX7D7?psc=1","https://m.media-amazon.com/images/I/71BTlHKPvML._SX342_.jpg","Acual",9.96,105,28,"N/A",592.05,237.08,188,"12,245","CN",3.31,1,4.7,13,7,4,"ZUNSO","Garden","Standard Envelope","FBA","22.90 x 2.30 x 17.30 cm",0.31,"N/A","Jan 8, 2026",,"No",2,"ZUNSO"
"121.1.","Fruit Fly Traps, 30 Pack Yellow Double-sided Fungus Gnat Sticky Catcher for Plants Indoor and Outdoor Insects Fly Control, Insecticide Free Fruit Fly Catcher Indoor – Yellow Stickers Pest","B0G34FY76R","https://www.amazon.co.uk/dp/B0G34FY76R?psc=1","https://m.media-amazon.com/images/I/71pFPGldw7L._SX342_.jpg","Acual",5.32,105,77,"N/A",592.05,354.72,187,"12,245","N/A",2.06,1,4.7,13,7,4,"ZUNSO","Garden","Standard Envelope","FBA","14.00 x 1.20 x 13.30 cm",0.09,"N/A","Jan 4, 2026",,"No",2,"ZUNSO"
